battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1729,1,2.7,1,16,0,61,0.8,114,3,17,1730,1194,2398,12,12,7,1,1,1,1
698,1,1.5,1,12,0,29,0.3,154,1,14,511,977,1424,15,0,12,1,0,1,2
1667,1,1.7,1,6,1,44,0.9,183,7,4,1550,877,2407,10,5,8,1,0,0,3
1173,0,1.4,0,7,0,38,0.9,87,2,5,926,1756,1912,17,4,5,1,0,1,0
1376,0,1,1,12,1,54,0.3,169,5,0,1388,1695,1451,13,11,4,1,1,1,1
1742,0,1.4,0,3,1,21,0.4,133,2,7,94,1917,3854,12,3,11,1,1,0,2
971,1,2.5,0,16,1,4,0.9,188,5,11,1799,1512,2693,14,13,13,1,1,1,3
1288,1,2.5,1,1,0,29,0.9,143,2,1,745,508,885,12,16,3,1,0,1,0
1641,1,1.4,0,14,0,54,0.7,109,7,0,1355,1324,2082,16,11,8,0,0,0,1
1014,0,2.1,0,6,0,60,0.3,195,3,9,911,1640,1521,12,14,7,0,1,1,2
1204,0,1.4,1,11,0,35,0.5,120,7,3,125,1724,3275,18,13,17,0,1,1,3
968,0,2.5,1,3,1,52,0.5,168,2,17,146,658,1276,12,2,19,1,0,0,0
1586,1,1.2,0,4,1,61,0.3,177,7,4,1717,1687,1628,10,9,10,1,0,0,1
1689,1,2.3,0,13,1,14,0.8,193,1,3,1023,608,3320,14,16,7,1,1,1,2
1539,1,2.3,1,5,0,12,1,106,5,2,723,1664,3804,5,12,10,1,1,1,3
735,1,0.5,0,4,1,20,1,139,3,13,1196,688,1681,10,4,13,1,1,1,0
1005,1,2,1,13,0,18,0.3,117,4,18,1822,510,2619,9,10,17,0,0,1,1
853,1,0.6,0,10,1,41,0.3,85,1,1,184,703,2013,8,5,19,1,1,1,2
1369,1,1.8,1,4,1,42,0.4,150,7,3,1483,1408,2684,17,0,3,1,1,1,3
968,0,2.6,0,1,1,54,0.5,103,5,16,997,1000,1074,8,14,13,1,0,0,0
1125,0,1.5,0,8,1,15,0.7,182,4,15,1731,1575,1564,10,2,10,1,0,0,1
1772,1,1.4,0,16,1,11,0.3,122,1,12,796,1706,3661,13,8,5,1,0,1,2
1938,1,3,0,12,1,26,0.3,122,2,12,778,665,2691,8,7,13,1,0,0,3
778,1,1.2,1,6,1,5,0.4,171,5,0,141,1290,657,12,12,16,1,1,1,0
1856,0,1.7,0,0,0,43,0.3,121,5,14,1077,1934,2600,13,17,10,1,1,0,1
1026,1,2.9,1,5,1,27,0.8,169,2,8,835,1928,1777,8,15,11,1,1,0,2
1220,0,0.5,0,10,0,12,0.3,84,2,3,1787,1991,3968,13,14,9,0,1,1,3
537,0,0.8,1,16,1,46,0.9,178,6,16,1077,647,393,7,4,17,1,1,1,0
1343,0,2,1,11,0,9,0.6,166,6,0,1004,1709,2009,10,10,18,1,0,1,1
1145,0,0.9,1,7,0,37,0.6,179,5,10,1469,1978,3088,11,3,15,0,0,0,2
1641,1,0.8,1,15,0,23,0.3,160,6,6,778,534,2866,11,16,14,1,1,0,3
910,0,2.9,0,10,1,2,0.2,90,2,4,975,1004,474,15,4,6,1,0,1,0
1904,0,1.3,0,8,1,25,0.3,191,5,12,294,1470,884,8,3,19,1,0,1,1
1657,1,2,0,8,1,38,0.9,105,6,9,621,638,3343,11,9,15,1,0,0,2
587,1,2.1,1,9,1,63,0.9,153,3,12,1768,1399,3234,11,13,6,1,1,1,3
1565,0,2.7,1,18,1,46,0.8,166,5,18,318,1399,926,15,15,15,1,1,0,0
1230,1,2.9,1,8,1,23,0.9,87,1,11,942,1678,960,11,5,15,1,0,0,1
708,1,1.4,0,15,0,43,0.2,175,6,2,1639,1654,2890,10,10,6,1,0,0,2
1741,0,1,0,9,0,54,0.9,180,6,8,524,1283,2871,11,1,11,1,0,1,3
1308,1,1.7,1,7,0,62,1,87,3,1,1284,781,1907,10,11,3,0,1,1,0
583,1,0.6,1,11,1,27,0.9,115,5,19,144,1023,2633,10,1,17,1,1,1,1
1311,0,0.6,0,3,0,45,0.5,128,6,8,682,556,1771,12,13,13,0,1,0,2
1416,1,2,0,11,0,3,0.4,148,7,18,353,1791,3616,7,5,15,0,0,0,3
803,0,2.7,0,10,0,54,0.7,86,2,10,1195,795,721,12,12,11,1,0,0,0
1082,0,0.6,0,16,0,43,0.7,198,1,1,855,1639,2249,12,10,8,0,1,1,1
1206,0,2,1,9,0,38,0.8,197,4,2,841,1905,3778,17,16,10,0,0,0,2
830,1,2.4,0,17,0,4,0.5,159,4,12,614,1624,3813,14,10,8,1,1,0,3
801,0,0.9,0,18,0,47,0.3,118,2,12,940,853,701,7,16,16,1,1,0,0
1107,1,1.5,1,14,1,44,0.5,134,5,0,119,540,1115,12,5,2,1,0,0,1
1725,1,1,0,8,1,22,1,108,3,11,1900,1097,2432,7,13,15,1,1,1,2
1455,1,2.2,0,10,1,31,0.7,124,1,15,34,818,2767,8,7,12,1,1,1,3
1114,0,1.2,0,3,1,24,0.5,184,5,18,110,1858,1493,8,16,12,1,1,1,0
767,0,0.9,0,1,0,18,0.6,119,5,17,1536,1495,1564,6,12,8,0,0,0,1
777,0,2.2,1,12,1,42,0.3,195,1,0,1236,1107,3735,15,4,9,1,1,1,2
1630,0,2,1,13,1,41,0.8,101,4,0,1351,1493,3004,6,15,3,1,0,1,3
1124,1,0.8,0,0,0,5,0.4,127,7,13,1427,1301,1459,16,5,15,0,1,1,0
523,0,1.1,1,6,0,12,0.2,98,2,1,469,903,1888,18,6,9,0,0,1,1
1051,0,2.7,1,2,0,36,0.6,108,6,2,1236,654,2504,16,9,15,1,0,1,2
1423,0,2.2,1,5,0,51,0.5,147,4,9,73,1741,3892,9,14,9,0,0,1,3
1550,0,2.9,1,16,0,40,0.8,98,4,18,1080,839,1110,14,12,11,0,0,1,0
1085,0,0.6,1,7,1,37,0.3,118,4,4,443,1111,759,6,10,19,1,1,0,1
1452,0,0.6,1,9,0,54,0.9,124,2,11,1665,1806,3113,8,3,17,1,0,1,2
518,1,1.6,0,6,0,62,0.2,170,3,13,1174,1554,3984,5,3,17,0,0,0,3
1937,1,1.5,1,15,0,3,0.5,103,3,1,851,1069,1829,10,11,7,1,0,1,0
712,0,0.9,1,1,1,7,0.7,155,5,14,228,1278,2362,6,7,15,1,1,0,1
1130,1,1.6,1,12,1,37,0.5,188,3,9,451,1318,1260,17,1,8,1,0,1,2
1689,1,1,1,7,1,27,0.8,151,6,11,963,638,2459,18,10,19,1,0,0,3
724,1,2.5,0,16,1,52,0.8,96,1,10,50,1193,1835,14,13,3,1,1,0,0
1603,0,0.6,0,4,0,6,0.3,98,4,19,485,1523,1792,17,13,8,1,0,1,1
1377,1,0.7,0,12,1,2,0.2,163,6,16,631,1979,2082,9,12,3,1,1,0,2
1593,1,0.9,1,8,0,35,0.3,155,1,8,996,1464,2493,6,1,17,1,1,0,3
810,0,0.8,1,15,1,38,1,183,6,19,552,1779,729,11,14,15,1,0,1,0
1047,1,1.7,0,15,1,42,0.2,132,3,4,1676,879,2261,15,14,15,1,1,0,1
1551,1,2,0,11,1,5,0.2,153,3,19,527,1493,1356,12,0,11,1,1,1,2
650,1,2.4,1,13,0,58,0.3,184,6,11,1524,1278,2695,10,11,6,1,1,1,3
1382,1,2.6,1,17,0,20,0.8,193,1,2,1836,1205,314,13,16,19,0,0,1,0
880,1,1,1,14,0,62,0.5,190,6,9,463,1427,1653,7,1,10,1,0,1,1
571,0,0.9,1,7,0,47,0.1,161,7,17,1407,1596,2101,7,11,11,0,0,1,2
748,1,1.3,0,17,1,36,0.2,176,6,2,1448,1136,2558,16,4,18,1,0,0,3
744,1,1.3,1,17,1,63,0.8,112,1,10,348,1299,1858,10,1,16,1,0,0,0
634,0,2.7,0,14,1,11,0.5,198,7,2,472,1667,1085,16,6,8,1,1,1,1
1016,1,2.9,1,11,0,37,0.6,165,3,4,733,1088,2572,5,12,8,1,1,1,2
1229,0,1.7,0,4,0,36,0.2,151,2,12,351,1010,2683,8,11,6,0,1,1,3
843,1,1.3,1,17,0,19,0.7,93,6,19,1016,892,433,16,2,9,0,0,0,0
1724,1,0.6,0,0,1,10,0.4,114,6,0,688,521,2516,18,1,18,1,1,1,1
1413,0,1.1,0,5,0,16,0.7,159,3,19,737,1711,2826,13,16,6,0,1,0,2
1066,1,2.2,1,16,0,41,0.3,86,1,1,1472,1256,3356,11,0,9,0,0,0,3
1809,0,2.3,1,11,0,12,0.8,116,6,11,324,1784,1187,13,3,17,1,1,0,0
944,1,0.7,0,8,1,2,0.3,171,5,14,557,1288,1259,17,16,17,1,1,1,1
924,1,3,0,13,0,35,0.4,132,7,9,831,1272,2377,8,1,5,0,0,1,2
772,1,0.7,0,5,0,44,0.2,154,7,11,894,1637,3639,11,9,13,0,1,0,3
1420,0,2.1,1,10,0,52,0.5,184,6,12,1053,1086,1131,17,15,10,1,1,0,0
1099,1,1.4,1,2,1,34,0.8,152,5,12,1510,1189,1078,12,16,17,1,1,0,1
1081,0,2.7,1,16,1,35,0.5,144,3,6,1258,1175,3564,14,0,9,1,1,1,2
784,0,0.9,1,8,0,48,0.8,154,6,12,400,663,2735,7,15,4,0,1,1,3
667,1,1.1,1,16,0,27,0.7,121,7,9,437,1262,947,11,0,3,1,1,1,0
1137,1,2.5,0,4,0,40,0.9,183,3,8,478,601,1182,9,6,2,1,0,1,1
1913,0,0.8,0,2,1,15,0.7,182,3,14,452,1327,2611,7,5,13,1,0,0,2
528,1,2.2,1,7,0,27,0.6,196,5,10,1825,1549,2471,6,10,9,0,0,1,3
1119,0,0.9,0,10,0,8,0.2,126,1,10,1044,1013,1113,11,16,16,1,0,1,0
1241,0,1.7,0,6,1,50,0.4,126,6,16,1148,1867,2358,7,16,4,1,1,0,1
637,1,1.7,1,4,1,14,0.4,110,2,12,460,1864,2084,14,16,10,1,1,0,2
1764,1,1.7,0,10,1,34,0.9,171,4,5,1705,553,3696,13,0,4,1,0,0,3
1364,0,2.9,0,11,1,13,0.7,134,5,5,1332,518,557,18,12,10,1,0,0,0
1604,1,1.6,0,9,1,12,0.8,196,5,19,452,1983,2727,18,6,8,1,0,1,1
1015,1,0.8,0,15,0,46,1,113,1,11,1077,1574,3092,15,6,9,0,0,1,2
1462,0,0.5,1,5,0,19,0.9,100,5,13,836,623,3051,8,0,10,0,1,1,3
1537,1,1.4,0,7,1,7,0.5,182,6,5,1789,1316,1839,16,9,11,1,0,1,0
1853,0,1.9,1,11,0,31,0.6,153,5,4,438,692,1181,13,1,2,0,0,1,1
922,0,2,0,17,0,17,0.9,124,7,4,556,1934,2032,6,7,9,1,0,1,2
733,0,1.8,1,4,1,26,0.8,198,4,12,465,949,3267,13,11,18,1,1,1,3
1739,0,0.8,0,7,0,37,0.6,114,4,1,1757,1881,1337,9,10,3,1,0,1,0
1197,1,0.5,0,8,1,52,0.2,128,4,0,509,564,2650,7,17,10,1,1,1,1
735,0,1.1,1,11,0,27,0.4,124,2,8,1252,1027,2347,5,2,3,0,1,0,2
914,0,0.9,0,7,1,62,0.9,80,1,7,1709,1251,2859,6,3,3,1,1,1,3
1614,1,1.4,0,2,0,8,0.8,162,3,0,521,1892,1541,6,15,18,1,0,0,0
1188,1,1.4,1,5,0,42,0.3,154,7,11,250,1055,1695,6,4,11,0,0,1,1
724,0,2.4,1,12,1,18,0.3,89,3,2,1150,1925,2624,18,14,19,1,0,1,2
1803,0,0.6,0,6,1,55,0.2,144,6,8,1183,1349,2777,5,2,6,1,1,1,3
1869,0,2,1,2,1,30,0.4,96,3,1,1692,969,1398,16,6,12,1,1,0,0
1715,1,0.6,0,4,0,24,0.7,159,5,9,592,923,2128,5,1,18,1,1,0,1
827,0,2.4,1,7,0,2,0.5,167,1,10,317,1574,3084,13,1,8,0,0,0,2
1829,1,2.2,0,3,1,42,0.8,119,6,9,482,1216,3057,11,13,2,1,1,1,3
901,0,2.1,1,18,0,20,0.3,196,1,2,604,526,723,11,13,14,1,0,0,0
1749,0,1.5,1,10,0,51,0.7,176,3,11,1249,1513,2122,16,10,4,0,1,1,1
628,0,1.5,0,4,0,36,0.9,183,2,6,1075,843,1369,11,7,16,0,1,0,2
1031,0,0.9,0,5,1,4,0.2,128,6,2,1131,1393,3876,15,14,6,1,1,0,3
1150,1,2.3,1,10,1,14,1,143,5,15,434,1515,1773,12,5,17,1,0,1,0
797,1,1.4,0,7,1,23,0.6,153,4,6,1083,843,402,12,3,14,1,0,0,1
1637,0,2.3,0,16,1,41,0.4,154,5,2,672,1191,1328,15,14,9,1,1,1,2
579,1,1.5,0,13,0,47,0.8,178,7,3,388,1606,2861,14,16,3,1,0,0,3
1138,1,1.2,1,1,1,42,0.3,154,5,14,63,988,844,11,17,7,1,0,0,0
1494,1,2.7,0,3,0,42,0.4,102,6,8,1299,705,2179,12,7,7,1,0,1,1
1828,1,1.2,0,8,1,36,0.6,157,7,14,1663,1993,2454,14,5,15,1,0,0,2
1394,1,1.8,1,6,0,20,1,177,6,1,1477,852,3164,18,6,11,1,1,1,3
1125,1,0.6,0,2,1,44,0.5,162,6,8,1386,1074,1174,15,9,17,1,1,0,0
1153,0,0.8,1,12,0,38,0.9,122,5,5,1566,644,2620,13,7,17,0,1,0,1
1246,1,2.3,0,3,0,62,0.5,137,7,12,997,1561,3913,15,6,18,1,1,0,2
1899,1,1.6,0,12,0,40,0.2,113,6,18,670,1608,3205,18,16,12,1,0,1,3
1988,1,0.9,0,4,1,18,0.8,171,5,18,1655,1701,1140,8,5,10,1,0,1,0
1016,1,2.3,0,0,1,59,0.7,89,1,1,840,1454,2313,13,2,14,1,1,1,1
1006,1,1.1,1,14,0,11,0.2,135,6,17,620,1876,1329,8,4,19,1,1,0,2
776,0,2.3,1,14,1,40,1,93,1,17,785,1813,2590,8,7,15,1,1,1,3
1100,1,2.8,0,2,0,26,0.5,106,3,7,1652,1735,779,17,4,4,0,1,0,0
1478,1,1.1,1,11,0,15,0.6,172,2,1,1649,1634,665,15,7,8,1,0,0,1
1019,1,1.5,1,14,0,48,0.3,97,7,3,1501,1402,1817,12,6,11,1,1,0,2
1978,1,2.7,1,15,0,20,0.2,131,6,10,1657,1503,2435,12,7,2,1,0,0,3
1834,0,1.2,1,8,1,42,0.7,147,1,12,1039,1326,569,13,3,8,1,0,1,0
1606,1,2.4,0,16,1,9,0.5,124,3,0,1308,805,1088,9,5,9,1,0,0,1
919,0,2.1,1,2,0,18,1,167,3,12,264,1738,1560,11,8,16,1,1,0,2
1519,0,1.3,0,13,0,61,0.6,133,6,8,1305,1268,2608,9,8,3,1,0,0,3
1474,1,2.1,1,16,1,33,0.4,197,3,15,410,1288,266,15,16,15,1,0,0,0
1044,1,1.8,0,7,1,10,0.9,113,3,18,677,1003,2040,9,12,14,1,0,1,1
839,1,2.7,0,3,1,36,0.7,99,2,5,1758,1068,2793,15,15,15,1,1,0,2
692,1,2.1,0,4,1,29,0.3,87,5,10,1751,572,3336,10,13,11,1,1,0,3
942,1,0.9,1,6,1,43,1,109,4,7,452,1375,1560,6,8,14,1,1,0,0
709,0,0.7,1,6,1,47,0.6,91,1,5,1289,1757,1159,13,10,15,1,1,1,1
531,0,0.9,1,7,0,45,0.5,179,7,16,1407,1276,3210,14,10,8,0,1,1,2
1230,0,1.9,0,12,1,39,0.5,136,1,11,864,1368,2671,11,16,11,1,1,0,3
1035,0,2.1,1,18,1,55,0.7,196,3,10,1217,765,1914,16,14,3,1,0,1,0
941,0,1.1,1,8,1,16,0.7,121,7,12,304,1522,2781,8,15,2,1,1,1,1
813,0,2.4,1,4,1,13,0.7,196,3,13,47,1780,2525,9,1,12,1,1,1,2
901,1,0.9,0,2,0,47,0.5,118,2,3,386,1712,3847,13,9,13,1,0,1,3
1788,1,2.4,0,9,0,48,0.4,148,6,15,271,1402,556,11,13,7,0,0,1,0
1594,0,1.9,1,2,0,32,0.2,87,6,9,345,980,408,14,14,14,1,1,0,1
1009,0,2.3,0,5,0,24,0.3,179,6,14,838,1893,2528,8,0,18,0,0,1,2
1369,1,2.4,1,17,1,24,0.9,176,4,3,1935,1655,3334,13,3,18,1,1,0,3
1223,1,1.4,0,1,0,4,0.9,129,7,15,1275,1390,412,17,16,14,1,0,0,0
1374,0,2.1,0,7,1,47,0.3,95,5,18,852,1346,749,11,9,10,1,1,1,1
1864,0,0.7,1,15,1,60,0.6,106,1,7,1885,1429,1958,13,0,14,1,1,0,2
537,0,2.9,0,10,0,29,0.2,141,5,13,1263,1648,2948,11,6,11,0,0,1,3
1165,0,1.7,0,6,0,33,0.5,132,1,8,45,1849,1851,18,9,8,0,1,1,0
857,0,0.9,0,3,0,18,0.4,80,2,13,12,1936,1865,9,17,7,0,0,1,1
669,0,0.6,1,7,1,55,0.9,119,3,5,870,1804,3418,14,3,14,1,0,0,2
1128,1,1,0,4,1,15,0.1,181,6,15,1765,700,2673,7,17,19,1,1,0,3
570,0,1.3,0,7,1,24,0.8,181,3,18,1309,1834,1117,14,4,18,1,0,1,0
1032,0,1.3,0,16,1,57,0.4,170,2,12,965,1074,1931,15,4,3,1,1,1,1
1782,0,1,0,0,1,9,0.2,171,7,9,118,1728,2283,16,13,5,1,0,0,2
1228,1,0.5,0,0,0,53,0.1,175,1,5,1784,1690,3461,8,11,12,1,0,0,3
903,1,2.5,0,11,1,9,0.6,171,6,17,327,1916,1412,10,15,15,1,1,0,0
1292,0,2.3,0,9,0,52,0.3,154,1,9,1486,1192,1530,7,14,4,1,0,1,1
1972,0,2.3,1,14,0,36,0.7,91,2,19,1629,1392,1900,15,10,5,1,0,1,2
1041,1,2.4,1,0,1,52,0.1,126,4,16,34,1067,2890,12,11,2,1,1,1,3
1414,1,2.8,0,11,0,59,0.5,176,3,0,240,1432,995,10,10,7,1,0,0,0
726,1,1.9,0,10,1,31,0.3,148,6,19,1844,1755,2349,11,11,5,1,0,0,1
827,0,2,0,17,0,12,0.6,88,5,6,1742,1547,3130,10,3,8,1,0,0,2
1317,0,2.5,1,5,1,44,0.1,114,3,0,1166,1652,3844,17,15,4,1,1,0,3
1965,1,1.4,0,15,1,34,0.4,105,6,13,980,1043,1730,6,0,14,1,0,1,0
1038,0,2.2,1,14,0,39,0.5,189,4,8,1198,1434,1974,12,2,3,1,0,1,1
679,1,1.5,0,6,0,33,0.2,180,2,12,332,1428,1949,17,8,3,1,0,1,2
1202,0,0.8,1,7,1,28,0.2,180,7,6,774,826,3676,6,1,12,1,0,1,3
1886,0,1.6,1,8,1,25,0.2,94,4,14,278,1342,1973,18,11,19,1,0,0,0
798,1,1,0,6,0,42,0.5,163,3,12,657,551,438,14,6,5,0,0,0,1
1786,0,2.2,0,0,1,16,1,165,4,14,578,1736,2525,9,11,16,1,1,1,2
802,1,2.1,0,16,1,18,0.3,194,2,0,1205,1021,3630,6,12,7,1,1,0,3
1022,0,0.6,0,16,1,53,0.3,129,1,9,213,1787,376,18,1,4,1,0,0,0
1599,0,2.7,1,6,0,23,0.2,133,4,6,1308,877,2323,9,8,11,0,0,1,1
1447,0,2.7,0,15,0,47,0.8,159,4,3,1688,909,3831,8,16,9,0,0,1,2
1212,1,1.9,0,16,1,37,0.9,145,4,9,1493,1467,3749,10,9,2,1,0,0,3
1025,1,1.4,0,10,1,7,1,184,4,15,1508,846,1635,16,8,9,1,0,1,0
911,1,1.4,1,5,0,29,0.9,126,3,6,895,1196,1547,6,0,19,0,0,0,1
548,1,3,1,1,1,11,0.8,128,5,18,75,1851,1600,10,4,6,1,1,1,2
1940,1,2.6,1,4,0,42,0.6,187,1,17,123,768,2934,6,6,2,0,1,1,3
1812,0,2.8,0,14,1,30,0.4,136,3,13,1567,660,589,9,0,12,1,0,1,0
1105,1,1.4,1,11,0,29,0.7,167,5,11,1881,1533,2129,11,16,5,0,1,1,1
776,0,2.4,0,6,1,44,0.5,170,2,11,316,1065,3035,7,14,17,1,0,1,2
1629,1,1.5,0,3,0,26,0.3,154,3,19,1890,951,2691,6,8,6,1,1,1,3
1187,1,0.9,0,6,0,60,0.4,151,3,11,1662,1102,1561,16,14,10,1,0,1,0
1432,0,2.7,1,6,0,27,0.9,190,4,3,1574,812,764,7,17,3,0,1,1,1
1876,1,2.3,0,6,1,8,0.3,120,1,11,790,1684,3072,13,8,9,1,1,1,2
1550,1,2.3,1,5,1,54,0.1,130,4,0,1345,1206,3046,18,9,7,1,1,1,3
626,0,2.3,1,15,1,28,0.2,171,5,19,1300,1359,263,7,15,7,1,1,0,0
1956,1,2.3,0,9,1,44,0.9,173,5,12,1530,1110,2385,7,12,18,1,1,0,1
1848,0,0.6,0,14,0,60,0.5,87,2,16,1457,1344,3909,15,4,18,0,0,0,2
1991,1,3,0,7,1,59,0.4,167,6,19,199,671,3404,6,13,14,1,1,1,3
1948,1,2.8,0,5,0,38,0.3,119,6,10,1524,1791,580,13,3,15,1,0,1,0
1550,1,3,0,10,0,58,0.5,142,3,4,242,954,1842,16,9,6,1,1,0,1
974,0,1.1,1,5,1,24,0.8,137,6,5,756,1243,3200,12,9,18,1,0,0,2
1421,1,1.1,0,16,0,63,0.9,179,4,17,275,1546,3805,11,8,11,0,0,1,3
1093,1,2.5,0,0,0,35,0.4,88,2,1,774,1000,385,17,6,4,0,1,0,0
806,0,0.9,1,4,1,19,0.7,140,6,2,624,908,1188,11,8,19,1,1,0,1
1250,0,2.9,0,5,0,45,0.3,147,1,4,1820,540,2429,5,12,4,0,0,1,2
662,0,2,1,1,1,45,0.2,141,5,4,156,1633,3845,7,14,14,1,1,1,3
1991,1,2.3,0,1,1,44,0.3,168,1,6,371,1215,1215,14,1,9,1,0,1,0
1018,0,2.2,1,2,0,29,0.5,145,1,2,913,1285,2416,6,10,14,1,0,1,1
1798,0,0.9,0,5,1,54,0.7,145,3,14,1156,1014,2446,17,0,11,1,0,0,2
1905,1,2.1,1,17,0,44,0.1,110,1,14,630,1903,3596,7,14,15,0,1,0,3
1361,0,2.6,0,12,1,33,0.8,127,1,8,474,958,1817,8,6,15,1,1,1,0
700,1,2.5,1,12,0,15,0.1,131,3,12,486,1262,472,15,4,17,1,1,1,1
769,1,1.1,1,12,0,32,0.4,159,4,9,388,1056,3464,7,3,8,1,0,0,2
1197,1,2.9,1,10,0,20,0.8,180,3,16,783,608,2693,16,13,8,1,0,0,3
1687,0,1.7,0,14,1,37,0.1,161,5,2,1212,943,1414,8,10,11,1,0,1,0
702,0,0.6,0,3,1,55,0.6,86,3,1,870,1039,2336,9,10,17,1,1,0,1
1166,0,2.8,0,0,0,54,0.4,174,7,6,1495,1246,1486,12,10,14,1,1,0,2
1509,0,2.1,1,8,1,31,0.8,144,4,3,865,1872,2839,9,16,8,1,1,1,3
1518,1,0.8,0,7,1,11,0.1,146,5,16,919,690,1065,7,16,10,1,0,0,0
526,1,0.9,1,0,1,40,0.1,107,7,6,106,1261,2711,11,10,3,1,0,1,1
1550,0,0.7,0,9,0,31,0.5,104,2,9,879,611,1381,16,12,15,1,1,1,2
1755,0,1.4,1,15,1,48,0.1,176,4,16,1395,1036,3251,12,8,11,1,1,0,3
1587,0,0.6,1,6,1,63,0.5,109,6,9,1499,1033,1127,6,2,3,1,1,0,0
1357,1,2.1,1,13,0,42,0.5,156,4,16,1657,1079,1955,14,7,8,0,1,0,1
1175,0,1.1,1,16,0,3,0.6,83,5,13,378,1060,2295,9,3,6,1,0,1,2
1422,0,0.9,1,8,1,16,0.3,102,1,4,508,806,3692,6,2,15,1,1,0,3
880,1,1.7,1,14,1,24,0.1,184,2,17,1262,1723,677,10,6,18,1,1,1,0
1124,0,0.9,1,4,0,40,0.7,120,7,7,432,1365,1086,15,2,17,0,1,0,1
569,0,2.6,1,12,0,9,0.6,148,5,0,1396,1895,2264,11,11,19,0,0,0,2
600,0,2.9,0,2,1,11,0.9,93,7,0,1846,1314,3344,8,13,13,1,1,1,3
1063,0,0.8,0,11,0,19,0.7,148,3,17,1266,1914,1100,16,13,12,1,1,0,0
782,1,0.7,1,14,0,10,0.2,115,3,10,662,852,1249,12,9,2,0,1,1,1
1423,1,1.6,0,6,0,15,0.8,126,5,4,1102,1029,2762,6,14,10,1,0,1,2
728,0,2.9,0,0,0,46,0.6,180,7,13,1901,1095,2620,10,4,7,1,1,0,3
762,1,2.9,0,1,0,49,0.8,177,3,12,1832,1653,628,8,14,11,0,0,0,0
1888,1,1.7,1,14,0,6,0.6,159,4,2,1743,1228,1652,15,2,3,1,0,0,1
618,1,2.4,1,10,0,31,0.4,141,7,18,1435,1707,3625,6,16,11,0,1,0,2
1055,0,0.6,1,14,0,17,0.5,135,7,6,1180,712,2436,7,16,15,1,1,1,3
1632,0,2,1,1,0,20,0.2,104,7,15,1733,798,1436,16,16,11,1,0,0,0
1771,1,0.8,0,0,0,38,0.5,171,4,17,400,1980,2451,8,0,16,0,0,0,1
1747,1,2.3,0,5,1,10,0.8,132,5,17,1312,1447,3799,11,5,12,1,1,0,2
1554,0,0.5,1,7,1,57,0.5,94,1,0,278,813,2480,12,9,9,1,0,1,3
1293,0,1.3,0,17,1,9,0.9,191,3,3,83,1776,1143,13,11,6,1,0,0,0
1451,1,0.7,0,7,0,21,0.1,179,4,6,1765,794,1092,18,12,15,0,0,0,1
1327,1,1.3,0,15,0,59,0.9,99,3,13,597,1055,1912,13,15,18,0,1,1,2
1158,0,1.6,1,13,0,48,0.6,179,6,8,78,1985,2756,5,15,14,0,0,0,3
1092,1,2,0,14,1,48,0.8,177,7,6,1772,800,1132,16,14,13,1,1,1,0
910,0,1.3,0,7,0,24,0.1,141,4,2,636,1412,2331,5,1,5,1,1,1,1
694,1,1.6,0,16,1,47,0.5,119,6,14,214,1426,2766,16,1,7,1,1,0,2
1347,1,1.3,1,1,0,21,0.2,199,7,14,37,662,3567,5,6,13,1,0,0,3
1169,0,2.8,0,5,0,31,0.7,114,4,8,1545,634,478,10,2,10,0,1,1,0
749,0,1.6,0,10,1,31,0.9,115,2,14,741,740,1391,13,7,2,1,1,0,1
1935,1,1.5,0,17,0,44,0.9,185,7,15,1072,859,3614,13,15,17,0,0,1,2
1667,0,1.9,1,7,1,60,0.6,129,2,9,708,1076,2641,14,11,18,1,1,1,3
1745,0,0.7,0,8,1,46,0.4,195,5,18,324,601,608,9,3,13,1,0,1,0
1452,1,2.8,0,2,1,19,0.3,168,4,1,38,553,2469,8,7,17,1,1,0,1
1308,0,2.7,0,4,1,24,0.9,114,7,7,494,1029,3739,15,6,14,1,1,0,2
948,0,2.2,1,6,0,58,0.6,132,4,13,1342,1919,2590,13,6,2,1,1,0,3
1511,0,1.3,1,3,1,37,0.5,196,6,15,490,1620,327,7,5,10,1,0,0,0
718,1,1.8,1,3,1,32,0.1,178,4,16,395,995,2711,13,15,16,1,0,0,1
590,1,2.4,1,10,0,55,0.6,138,6,12,1658,1179,3461,6,11,17,1,0,0,2
1104,1,1.5,0,4,1,36,0.2,142,1,18,1301,1157,3129,17,7,16,1,0,0,3
1676,0,2.5,0,10,1,58,0.4,128,5,8,1787,682,1949,15,3,16,1,0,1,0
1143,0,0.6,0,9,1,38,0.3,112,7,11,77,1790,2087,12,14,7,1,0,1,1
1783,0,1.4,1,7,0,48,0.8,91,1,5,1310,1597,3566,14,12,6,1,1,1,2
1935,1,0.6,1,10,0,52,0.9,198,1,8,510,596,2740,11,1,10,0,1,0,3
1064,0,1.4,1,13,1,13,0.8,114,1,6,1655,1183,1498,14,14,6,1,1,0,0
1804,1,2,1,16,1,25,0.1,96,5,2,307,871,1976,9,7,14,1,1,1,1
1537,0,0.8,0,17,1,16,0.5,156,6,6,1107,666,2778,10,13,2,1,0,0,2
777,1,0.8,1,6,0,30,0.8,177,5,11,390,1878,3752,11,16,11,1,0,1,3
